School,WLper,SOS,Pace,ORtg,FTr,3PAr,Tsper,TRBper,ASTper,STLper,BLKper,eFGper,TOVper,ORBper,FTperFGA,oPace,oORtg,oFTr,o3PAr,oTSper,oTRBper,oASTper,oSTLper,oBLKper,oeFGper,oTOVper,oORBper,oFTperFGA,Year
Monmouth,0.581,-5.19,72.1,98.5,0.356,0.369,0.513,47.1,52.8,11.1,8.5,0.471,15.6,25.5,0.256,72.1,97.5,0.417,0.405,0.536,52.9,51.2,8.3,9,0.495,19.8,28.9,0.296,2019-20
Montana,0.581,-1.52,69.4,100.8,0.264,0.273,0.549,48,46,9,9,0.522,15.6,19.6,0.191,69.4,97.4,0.443,0.315,0.534,52,45.2,8.4,6.7,0.488,18.3,24.4,0.317,2019-20
Montana State,0.516,-2.29,68.2,97.8,0.374,0.328,0.541,50.9,48.7,8,6.8,0.498,18.5,22.9,0.277,68.2,98.2,0.296,0.409,0.509,49.1,50.9,9.5,9.7,0.478,14.7,24.8,0.206,2019-20
Morehead State,0.406,-6.42,69.1,98.7,0.307,0.336,0.507,50.4,52.1,8.5,11.8,0.483,15.5,29,0.196,69.1,100.1,0.277,0.374,0.517,49.6,47.3,8.5,12.4,0.488,15.7,28,0.195,2019-20
Morgan State,0.484,-9.18,71.4,97.4,0.392,0.312,0.509,53,47.7,7.8,12.6,0.468,19.2,35.1,0.272,71.4,98.1,0.495,0.388,0.518,47,50.1,9.5,8.5,0.466,17.3,28.9,0.347,2019-20
Mount St. Mary's,0.344,-6.47,64.5,98.3,0.337,0.383,0.499,50,49.9,7.6,9.3,0.462,15.4,29.6,0.234,64.5,102.1,0.293,0.368,0.527,50,51.6,8.4,10.1,0.497,15.3,27.8,0.206,2019-20
Murray State,0.719,-6.08,69.7,107.4,0.394,0.318,0.568,54.5,54.1,8.1,10.7,0.535,17.2,29.5,0.279,69.7,92.1,0.313,0.363,0.492,45.5,45.6,8.6,9.4,0.457,16.4,23.7,0.215,2019-20
Navy,0.467,-5.74,62.6,99.9,0.323,0.391,0.502,53.3,49.5,7.9,5.4,0.468,15.9,33.6,0.223,62.6,100.8,0.295,0.41,0.53,46.7,56.4,9.3,12.5,0.504,16,25.2,0.201,2019-20
NC State,0.625,7.14,70.6,105.3,0.285,0.356,0.537,49,49,10.8,11.6,0.509,14.7,28.8,0.202,70.6,98.4,0.354,0.328,0.514,51,43.4,9.4,8.6,0.478,17.3,31,0.244,2019-20
Nebraska,0.219,10.66,72.8,94.1,0.29,0.396,0.488,44,54.2,9.4,6.1,0.468,14.2,22.1,0.175,72.8,105.2,0.218,0.389,0.533,56,52,7.6,13.7,0.515,15.9,32.9,0.145,2019-20
Nevada,0.613,4.14,71.7,107.2,0.283,0.429,0.561,51.8,55,7.1,10.5,0.529,14.9,25.2,0.213,71.7,100.5,0.365,0.443,0.512,48.2,51,6.6,7.5,0.469,13.4,24.5,0.262,2019-20
Nevada-Las Vegas,0.531,4.76,67.2,104.4,0.341,0.402,0.529,54.7,49.8,9,8.8,0.497,16.4,34,0.236,67.2,101.5,0.406,0.428,0.535,45.3,59.6,9.1,9.6,0.492,15.5,24,0.293,2019-20
New Hampshire,0.5,-6.28,69.7,97.9,0.256,0.418,0.502,54,52.9,6.8,6.1,0.477,15.9,29.4,0.172,69.7,94,0.374,0.381,0.499,46,40.6,8.8,8.1,0.459,15.3,20.6,0.257,2019-20
New Mexico,0.576,2.63,73,105.1,0.375,0.368,0.561,49.5,55.4,11.1,8.1,0.526,17.4,27.6,0.27,73,103.1,0.245,0.426,0.545,50.5,58.5,9.6,7,0.524,17.6,30.1,0.17,2019-20
New Mexico State,0.806,-4.24,64.6,110,0.314,0.469,0.567,56.4,57.8,9.5,5.7,0.539,17.2,34.8,0.225,64.6,92,0.306,0.376,0.52,43.6,47.3,9.3,6.8,0.484,19.4,21.2,0.223,2019-20
New Orleans,0.3,-4.73,72.8,103.6,0.393,0.265,0.551,47.7,55.8,10.6,5.5,0.507,16.9,28.6,0.293,72.8,106.4,0.383,0.341,0.579,52.3,55.9,9,9.8,0.544,19.3,32.3,0.28,2019-20
Niagara,0.375,-4.33,66.5,97.9,0.244,0.366,0.528,41.1,49.7,10.3,6.5,0.497,14.5,17.7,0.183,66.5,107.9,0.276,0.41,0.553,58.9,62.1,7.1,9.7,0.528,17.5,35.8,0.196,2019-20
Nicholls State,0.677,-6.02,73,104.6,0.254,0.372,0.537,48.9,46.3,13.5,10.1,0.507,15.9,30.8,0.19,73,94,0.391,0.336,0.527,51.1,54.6,8.7,6.7,0.484,22,31.6,0.282,2019-20
NJIT,0.3,-4.83,67,94.8,0.306,0.333,0.486,48,46.2,8.5,8.4,0.453,14.3,25.1,0.208,67,101,0.327,0.353,0.535,52,51.8,7.8,9.5,0.5,16.3,26.5,0.237,2019-20
Norfolk State,0.516,-9.39,70.3,99.9,0.336,0.413,0.518,51.2,53.8,11.1,7.4,0.481,17.1,31.1,0.239,70.3,91.9,0.402,0.408,0.504,48.8,60,7.9,9.1,0.461,19.9,27.8,0.278,2019-20
North Alabama,0.433,-5.82,70,97.8,0.38,0.367,0.524,51,46.7,9.2,6.5,0.488,18.4,28.5,0.262,70,99.2,0.392,0.337,0.532,49,43.7,8,10.6,0.494,17.6,26.4,0.274,2019-20
North Carolina,0.424,10.05,70.4,101.1,0.335,0.289,0.5,55,54.6,7.8,9.9,0.464,15.2,35.3,0.228,70.4,102,0.292,0.412,0.528,45,54,9.7,9.4,0.491,14.2,24.2,0.22,2019-20
North Carolina A&T,0.531,-7.86,75.2,95.2,0.409,0.319,0.504,49.2,57,10.7,10,0.477,17.6,28.8,0.249,75.2,95,0.415,0.386,0.504,50.8,52.6,8.8,8,0.472,18.7,30.2,0.263,2019-20
North Carolina Central,0.581,-8.86,69.6,98.6,0.341,0.349,0.537,49.4,52.7,11.9,8.7,0.512,19,29,0.223,69.6,93.3,0.322,0.388,0.507,50.6,51.1,8.6,8.2,0.472,20.9,31.7,0.224,2019-20
North Dakota,0.455,-1.38,70.5,105.4,0.351,0.407,0.565,51.9,49.6,6.4,5.5,0.525,16.7,26,0.267,70.5,105.2,0.283,0.322,0.544,48.1,44.3,9.3,8,0.513,13.7,24,0.208,2019-20
North Dakota State,0.758,-3.94,67.8,109.8,0.327,0.454,0.569,52.6,47,6.8,5.8,0.526,13.2,23.1,0.261,67.8,97.2,0.256,0.313,0.515,47.4,38.2,6.8,9.3,0.486,13.8,18.5,0.184,2019-20
North Florida,0.636,-3.25,69.6,112.5,0.275,0.522,0.578,48.8,58.2,7.1,8.2,0.549,14.9,28.4,0.21,69.6,105.2,0.276,0.244,0.528,51.2,52.4,8.2,10,0.5,14.1,31.4,0.193,2019-20
North Texas,0.645,1.66,64.9,109,0.309,0.41,0.59,52.4,49.6,9.6,8.7,0.561,18.4,29.7,0.232,64.9,97.1,0.382,0.364,0.523,47.6,47.1,10.9,9.8,0.486,18.5,27.6,0.264,2019-20
Northeastern,0.515,-3.28,65.8,107.7,0.256,0.402,0.579,50.6,51.3,11.5,5.3,0.548,16.2,24.4,0.202,65.8,100.5,0.306,0.381,0.548,49.4,43.1,7.9,7.2,0.517,17.7,24.1,0.222,2019-20
Northern Arizona,0.533,-2.4,67.7,104.4,0.307,0.347,0.537,50.7,51.4,9.6,5.9,0.508,14.9,27.5,0.215,67.7,102.1,0.273,0.368,0.55,49.3,51.7,7.8,6.8,0.522,17.1,24.9,0.2,2019-20
Northern Colorado,0.71,-2.8,65.9,111.8,0.261,0.461,0.572,51.4,49.7,7.6,5.5,0.556,13.5,25.4,0.174,65.9,94.4,0.247,0.233,0.501,48.6,32.9,6.9,9.2,0.474,15.2,22.7,0.172,2019-20
Northern Illinois,0.581,-2.16,66.2,100.4,0.281,0.364,0.504,52.9,41.4,8.4,8.8,0.476,15.1,31.2,0.189,66.2,96.9,0.311,0.436,0.506,47.1,51.7,7.4,8.6,0.469,15.4,24.3,0.225,2019-20
Northern Iowa,0.806,1.45,65.9,112.8,0.264,0.415,0.583,55.2,44.9,6.9,6.4,0.556,15.7,29.8,0.2,65.9,97.1,0.244,0.376,0.506,44.8,44,10.1,7.1,0.481,13.9,22.3,0.167,2019-20
Northern Kentucky,0.719,-4.65,68.7,104.6,0.34,0.453,0.533,49.7,53.7,11.7,5.4,0.502,15.5,30.4,0.234,68.7,94.3,0.301,0.342,0.494,50.3,52.1,7.9,6.3,0.464,18,30.8,0.201,2019-20
Northwestern,0.258,10.51,66.7,96.5,0.258,0.339,0.502,46.9,57.1,5.9,9.6,0.469,14,22,0.189,66.7,104.2,0.286,0.424,0.522,53.1,62.5,8.2,8.9,0.492,13.7,29.2,0.202,2019-20
Northwestern State,0.5,-7.07,74.5,100.9,0.331,0.365,0.543,50.7,48.4,7.8,10.8,0.507,19.1,31,0.243,74.5,101.2,0.368,0.354,0.511,49.3,54.1,11.1,6.7,0.469,15.6,31.8,0.262,2019-20
Notre Dame,0.625,5.62,69,106.8,0.25,0.451,0.533,49.8,62.1,8.5,9.2,0.504,12.4,26.9,0.184,69,98.8,0.197,0.362,0.499,50.2,50.7,8.1,9.2,0.475,14.5,28.1,0.142,2019-20
Oakland,0.424,-3.1,67.5,99,0.378,0.379,0.521,50,57.4,8.5,8.8,0.484,17.4,29.1,0.261,67.5,101.7,0.257,0.434,0.517,50,57.5,9.6,8.3,0.494,15.4,30.1,0.172,2019-20
Ohio,0.531,0.17,68.8,103.8,0.292,0.425,0.546,51.3,57.3,9.3,6.8,0.522,16.3,27.1,0.201,68.8,99.5,0.316,0.403,0.529,48.7,46.9,9,7.2,0.485,16.3,24.6,0.247,2019-20
Ohio State,0.677,10.24,66.8,107.9,0.367,0.414,0.563,53.8,54.7,7.5,10.2,0.523,16.6,30.7,0.276,66.8,94.3,0.293,0.395,0.494,46.2,49.1,7.4,9.6,0.462,16.1,25.4,0.203,2019-20
Oklahoma,0.613,10.64,69.7,100.8,0.313,0.389,0.524,49.2,48,8.8,11.6,0.482,14.2,23.4,0.239,69.7,96.8,0.197,0.401,0.491,50.8,47.4,8.9,7.1,0.467,14.5,27.4,0.14,2019-20
Oklahoma State,0.563,10.51,68.5,98.7,0.352,0.337,0.52,50.6,50.1,9.9,12.1,0.478,17,29.3,0.258,68.5,96.5,0.331,0.444,0.507,49.4,56.6,9,9,0.467,17.8,29,0.24,2019-20
Old Dominion,0.406,0.06,67.5,96.4,0.288,0.331,0.486,53.6,44.3,10,9.3,0.453,15.4,30.8,0.199,67.5,96.4,0.34,0.453,0.52,46.4,54.5,7.5,9.5,0.481,16.6,21.7,0.244,2019-20
Omaha,0.5,-0.96,70.7,102.3,0.271,0.3,0.528,50.1,44.4,7.2,8.9,0.5,14.9,27.2,0.193,70.7,107,0.288,0.398,0.551,49.9,53.6,7.8,7.5,0.52,14.3,26.9,0.212,2019-20
Oral Roberts,0.548,-1.58,71.5,111.1,0.29,0.378,0.545,51.8,45.2,8.8,7,0.511,12.3,31.3,0.218,71.5,101.3,0.302,0.389,0.536,48.2,49.8,6.2,8.3,0.504,16.4,26.6,0.218,2019-20
Oregon,0.774,9.09,66.1,111.7,0.289,0.373,0.567,51.5,52,11.4,9.6,0.543,15.1,32.7,0.202,66.1,98.2,0.295,0.406,0.51,48.5,53.2,6,9.6,0.473,17.1,31.1,0.216,2019-20
Oregon State,0.581,6.15,66.6,106.9,0.388,0.349,0.559,49.4,59.4,9.3,13.7,0.516,15.3,26.5,0.292,66.6,101.6,0.309,0.364,0.529,50.6,54.8,8.4,8.8,0.494,16.2,29,0.226,2019-20
Pacific,0.697,0.19,65.9,103.1,0.348,0.283,0.527,56.3,45.4,8.5,11.8,0.498,15.5,33.5,0.232,65.9,95.4,0.412,0.361,0.52,43.7,41.4,7.8,6.2,0.477,16.5,20.1,0.291,2019-20
Penn State,0.677,9.25,71.4,105.1,0.31,0.396,0.525,50.8,53.2,10.5,12.1,0.495,13.6,29.3,0.214,71.4,95.5,0.318,0.327,0.497,49.2,49.3,7.6,8.6,0.464,16.2,27.5,0.217,2019-20
Pennsylvania,0.593,-0.36,71.6,102.6,0.249,0.446,0.548,49,54.4,8.2,7.6,0.53,15.8,22.8,0.166,71.6,98.2,0.245,0.307,0.501,51.1,39.9,10,8.9,0.472,14.6,27.1,0.175,2019-20
Pepperdine,0.5,3.6,71.6,104.5,0.33,0.375,0.545,48.9,56.5,8.4,10.1,0.5,15.4,26.9,0.262,71.6,105.6,0.347,0.365,0.56,51.1,57.6,9,7,0.528,16.7,27.9,0.248,2019-20
Pittsburgh,0.485,7.32,66,98.4,0.351,0.317,0.494,48.5,53.5,11.8,10.2,0.451,15.6,32.8,0.25,66,99.2,0.26,0.396,0.525,51.5,59,8.2,11,0.498,19.8,34.6,0.185,2019-20
Portland,0.281,1.97,70.5,93.5,0.329,0.358,0.52,45.7,55.5,7.9,10,0.49,17.9,20.2,0.223,70.5,101.5,0.297,0.407,0.527,54.3,59.7,10.1,7.3,0.503,16.3,30,0.196,2019-20
Portland State,0.563,-2.43,72.5,108.5,0.306,0.302,0.531,50.7,46.6,11.9,9.9,0.498,14.7,36.8,0.22,72.5,103.9,0.307,0.305,0.551,49.3,55.5,7.9,7.8,0.521,18.3,33.6,0.221,2019-20
Prairie View,0.594,-8.36,72.7,98.2,0.404,0.269,0.526,49.5,57.2,11.8,8.6,0.484,17.5,28.1,0.286,72.7,93.2,0.489,0.379,0.53,50.5,53.4,8,7.5,0.484,21.6,27.8,0.338,2019-20
Presbyterian,0.313,-6.93,67.2,99.4,0.347,0.358,0.542,50.2,51,8.7,5.6,0.508,18.9,26.6,0.247,67.2,108.3,0.359,0.448,0.563,49.8,54.4,10.5,9.7,0.532,15.2,27,0.253,2019-20
Princeton,0.519,-1.48,67.2,106,0.278,0.439,0.568,50.9,52.2,9.5,5.6,0.541,16.7,25.5,0.204,67.2,102.4,0.264,0.305,0.547,49.1,42.1,9.2,10.9,0.517,15.7,23.7,0.199,2019-20
Providence,0.613,8.19,69.6,102.3,0.359,0.366,0.511,51.6,58.2,11.9,9.6,0.473,16.1,33.7,0.249,69.6,94.7,0.374,0.369,0.515,48.4,51.3,10,8.9,0.474,18.9,28.4,0.264,2019-20
Purdue,0.516,10.76,64.7,102.9,0.258,0.362,0.504,53,54.2,9.8,11.3,0.478,14.6,34.9,0.177,64.7,94.5,0.319,0.42,0.508,47,59.3,7.8,9.7,0.471,18,27.2,0.227,2019-20
Purdue-Fort Wayne,0.424,-3.2,69.5,98.6,0.251,0.446,0.519,51.3,50.2,10.7,8.3,0.497,17.3,28.5,0.168,69.5,101.2,0.287,0.42,0.55,48.7,53.7,9,9.1,0.523,17.1,23.3,0.204,2019-20
Quinnipiac,0.5,-6.53,68.9,101,0.282,0.513,0.543,51.2,57.9,6.6,9.3,0.509,17.6,26.9,0.215,68.9,102.6,0.236,0.358,0.511,48.8,54.9,9.8,11.6,0.488,12.3,26.2,0.161,2019-20
Radford,0.656,-5.71,65,110.2,0.317,0.39,0.552,53.1,50.8,8.1,7.1,0.533,14.1,31.5,0.204,65,101.3,0.331,0.451,0.522,46.9,54,6.4,8.4,0.493,14.9,26,0.223,2019-20
Rhode Island,0.7,4.78,71.8,101.2,0.371,0.291,0.505,50.5,48.3,11.6,10.3,0.469,14,30.4,0.251,71.8,95.1,0.285,0.376,0.506,49.5,52.8,7.6,7.6,0.474,18.1,28.6,0.201,2019-20
Rice,0.469,-0.76,71.4,103.5,0.334,0.505,0.551,49.7,56.8,8.3,5.7,0.518,16.6,25.5,0.241,71.4,104,0.284,0.395,0.543,50.3,50.6,8.6,10.3,0.519,15.5,26.4,0.194,2019-20
Richmond,0.774,2.76,69.3,107.9,0.278,0.379,0.568,49.4,56.8,11.6,7.4,0.535,14.1,22.6,0.216,69.3,95.6,0.302,0.41,0.507,50.6,47.4,8,8.4,0.477,17.4,26.3,0.206,2019-20
Rider,0.6,-5.49,71.8,99.9,0.408,0.333,0.522,53.4,51.8,9.4,7.9,0.491,17,30.6,0.266,71.8,96.6,0.303,0.439,0.52,46.6,52.7,9.3,9.4,0.491,17.1,24,0.206,2019-20
Robert Morris,0.588,-6.33,67.5,103.4,0.258,0.398,0.537,49.6,64.3,9.5,5.8,0.516,16.4,29.4,0.173,67.5,99.4,0.311,0.364,0.539,50.4,49.8,9.2,9.6,0.506,19.2,28.9,0.226,2019-20
Rutgers,0.645,9.68,67.7,102.5,0.291,0.3,0.516,54,47.8,9.6,13.6,0.493,15.3,32.4,0.187,67.7,91.8,0.278,0.412,0.482,46,54.9,7.9,8.8,0.447,16.6,25.4,0.198,2019-20
Sacramento State,0.533,-2.76,64.5,97.9,0.315,0.284,0.499,52.9,55.3,10.7,11.3,0.461,16.4,32.7,0.227,64.5,92.6,0.339,0.295,0.511,47.1,48.6,8.3,7.2,0.464,19.4,25.3,0.258,2019-20
Sacred Heart,0.606,-7.4,69.9,104.9,0.336,0.392,0.532,54.7,51.6,7.1,9.8,0.494,16.8,36.2,0.246,69.9,99.3,0.232,0.339,0.497,45.3,55.2,9.5,9.9,0.472,13.8,28,0.16,2019-20
Saint Francis (PA),0.688,-6.5,70.3,110,0.335,0.295,0.557,52.2,41.6,9.9,7.5,0.521,14.9,32.3,0.251,70.3,101.7,0.283,0.395,0.538,47.8,50.8,8,8.1,0.509,17,28.5,0.203,2019-20
Saint Joseph's,0.188,4.93,71.3,96.5,0.291,0.497,0.499,47.3,52.6,6.6,6.8,0.466,15.8,26.1,0.205,71.3,111.1,0.32,0.332,0.558,52.7,49.8,9.3,13.1,0.527,12.6,29,0.232,2019-20
Saint Louis,0.742,3.07,68.7,103.1,0.401,0.271,0.518,54.6,54.9,10.8,12.6,0.5,15.6,34,0.232,68.7,93.7,0.362,0.395,0.504,45.4,48.9,9.7,8.4,0.464,17.5,24.6,0.253,2019-20
Saint Mary's (CA),0.765,5.24,65,112.4,0.302,0.362,0.581,51.4,43.8,9.8,5.3,0.551,13.2,25.1,0.228,65,100,0.275,0.32,0.535,48.6,39.1,6,8.7,0.506,15.9,23.5,0.197,2019-20
Saint Peter's,0.6,-5.9,68.6,96.3,0.38,0.325,0.506,53.9,46.9,10.8,13.6,0.46,19.7,35.6,0.274,68.6,93,0.408,0.36,0.509,46.1,54.1,11.1,12.9,0.461,19.4,27.3,0.293,2019-20
Sam Houston State,0.581,-6.5,74.4,102.7,0.301,0.356,0.546,49.4,56.2,12.2,9,0.512,16.7,28.8,0.224,74.4,95.4,0.421,0.421,0.536,50.6,53.8,9.3,7.9,0.487,21.4,29,0.311,2019-20
Samford,0.303,-1.13,74.6,98.7,0.34,0.33,0.528,48.4,45.4,9.4,9.2,0.487,18.1,28.6,0.253,74.6,109.3,0.238,0.454,0.559,51.6,61.7,10.2,8.5,0.541,16.1,32.4,0.162,2019-20
San Diego,0.281,4.35,70.9,91.5,0.31,0.343,0.497,48.5,50.9,8.1,8.3,0.466,18,25.5,0.209,70.9,101,0.316,0.321,0.533,51.5,47.4,9.6,8.9,0.5,16.1,27.5,0.225,2019-20
San Diego State,0.938,3.93,66.1,113.3,0.285,0.42,0.579,52.5,55.5,10.5,8.9,0.548,14.3,28.9,0.22,66.1,90,0.298,0.421,0.489,47.5,53.4,8.3,5.8,0.449,18.8,25.6,0.217,2019-20
San Francisco,0.647,3.84,69.2,107.1,0.294,0.439,0.545,52.4,45.3,10.1,7.8,0.515,15,29.6,0.212,69.2,98.4,0.311,0.293,0.533,47.6,42.4,8.6,8.4,0.5,16.8,23.6,0.224,2019-20
San Jose State,0.226,5.15,74.1,93.9,0.339,0.46,0.499,46,55.5,8.6,8.1,0.458,16.5,24.5,0.243,74.1,109.4,0.338,0.348,0.564,54,63.3,9.8,7.5,0.538,15.5,30,0.234,2019-20
Santa Clara,0.606,0.63,73,103.4,0.351,0.371,0.564,48.9,57.8,9.4,8.5,0.528,16.7,21.7,0.261,73,97.8,0.376,0.33,0.521,51.1,49.9,8.9,8,0.479,16.9,26,0.27,2019-20
Seattle,0.483,-3.91,71.4,103,0.363,0.377,0.516,48.9,43.2,8.1,8.3,0.464,12.3,27.4,0.281,71.4,99.8,0.4,0.355,0.527,51.1,49.6,7.2,7.9,0.48,16.5,27.5,0.294,2019-20
Seton Hall,0.7,9.95,71,105.3,0.348,0.405,0.548,50.3,55.8,9.9,14.9,0.514,16.3,29.2,0.249,71,95.7,0.324,0.345,0.494,49.7,48.5,9,8.8,0.457,16.7,30.4,0.227,2019-20
Siena,0.667,-5.66,67.1,106.3,0.363,0.332,0.55,53.5,52.1,7.8,8.1,0.518,16.5,31.9,0.256,67.1,99.6,0.269,0.348,0.518,46.5,45.1,8.4,9.8,0.484,15.1,25.8,0.2,2019-20
South Alabama,0.645,-1.03,67.1,105.8,0.398,0.302,0.559,49.3,44.2,11.4,12.1,0.52,15.9,26.5,0.288,67.1,100.2,0.26,0.461,0.528,50.7,56.5,7.9,9.9,0.503,17.9,30.1,0.181,2019-20
South Carolina,0.581,6.43,72.5,100.8,0.368,0.297,0.512,51.3,53.5,10.6,13.3,0.486,15.5,32.1,0.231,72.5,95.5,0.531,0.398,0.516,48.7,54.3,8.5,8.4,0.452,18.7,28.6,0.388,2019-20
South Carolina State,0.379,-9.27,69.1,99.5,0.397,0.299,0.53,51.5,46.5,6.4,4.9,0.481,17.9,30.3,0.297,69.1,106.4,0.364,0.356,0.552,48.5,45.3,7.7,8.7,0.526,15.4,27.6,0.244,2019-20
South Carolina Upstate,0.394,-6.06,69.8,99.3,0.335,0.365,0.516,47.4,51.2,8.5,7.2,0.483,15.6,26.3,0.23,69.8,106.8,0.391,0.394,0.569,52.6,48.2,8.4,8.3,0.534,17.3,29,0.281,2019-20
South Dakota,0.625,-3.84,71.4,111.4,0.393,0.33,0.594,50.5,49.9,6.4,7,0.557,13.7,20.2,0.297,71.4,103.8,0.312,0.349,0.549,49.5,42.4,7.3,6.5,0.515,14.4,21.9,0.23,2019-20
South Dakota State,0.688,-4.24,69.8,110.3,0.327,0.364,0.58,53.1,49.9,7.1,8.5,0.554,16.2,28.9,0.231,69.8,99.8,0.254,0.378,0.504,46.9,43.9,9.3,8.6,0.478,13.8,26.9,0.173,2019-20
South Florida,0.452,5.18,65.5,95,0.375,0.384,0.499,52,46.9,11.4,6.8,0.466,18.9,32.4,0.244,65.5,95,0.345,0.401,0.54,48,51,10,9.7,0.51,20.9,25.2,0.236,2019-20
Southeast Missouri State,0.226,-5.29,68.8,95.9,0.354,0.345,0.509,47.8,49,7.5,5.8,0.472,17,25.5,0.245,68.8,107.7,0.336,0.37,0.566,52.2,56.4,8,9,0.54,16,27.9,0.233,2019-20
Southeastern Louisiana,0.258,-5.72,74,92.9,0.317,0.357,0.5,46,49.4,10.7,5.2,0.469,19.3,28.8,0.214,74,104.6,0.402,0.356,0.576,54,56.4,9.8,8.2,0.535,20.4,33.8,0.3,2019-20
Southern,0.531,-9.49,69.5,99.6,0.343,0.296,0.518,52.8,52.1,9.9,7.1,0.486,17.1,32.1,0.232,69.5,95.8,0.486,0.323,0.529,47.2,43,8.3,8.3,0.486,18.5,25,0.331,2019-20
Southern California,0.71,7.22,70,99.3,0.354,0.321,0.524,52.3,55.1,9.4,13.3,0.495,17.7,30.6,0.234,70,93.2,0.28,0.394,0.48,47.7,51,11.2,7.5,0.446,15.7,27.9,0.196,2019-20
Southern Illinois,0.5,0.37,64.3,96.9,0.33,0.412,0.533,45.8,53.2,10.1,5.7,0.497,17.5,20.5,0.24,64.3,96.3,0.245,0.348,0.509,54.2,53.4,9.9,11.2,0.484,18.2,30.1,0.17,2019-20
SIU Edwardsville,0.258,-5.71,70.2,95.3,0.292,0.312,0.505,49,55.7,8.1,8.9,0.476,17.5,27.9,0.199,70.2,104,0.399,0.412,0.547,51,61.7,8.8,8,0.505,16.7,29.4,0.292,2019-20
Southern Methodist,0.633,3.5,66,108.3,0.317,0.428,0.557,53,60.6,8.7,9.8,0.521,16.9,34.1,0.242,66,101.7,0.282,0.43,0.526,47,59.6,10.5,9.2,0.492,16.2,29,0.208,2019-20
Southern Mississippi,0.29,2.35,68.7,95.3,0.25,0.3,0.518,51.3,56.7,8.4,8.3,0.49,19,27.9,0.18,68.7,104.4,0.329,0.473,0.545,48.7,53.6,10.7,6.2,0.508,15.8,26.6,0.244,2019-20
Southern Utah,0.531,-2.47,70.5,101.7,0.353,0.32,0.541,53.7,45.9,9.4,11,0.505,16.7,27.7,0.253,70.5,92.6,0.362,0.346,0.494,46.3,49.7,7.9,10,0.45,15.8,22.5,0.258,2019-20
St. Bonaventure,0.613,1.62,66.3,103.5,0.27,0.339,0.526,52.3,54.3,8.3,11.1,0.494,15.2,30.7,0.199,66.3,100.1,0.328,0.454,0.523,47.7,60.9,8.2,7.8,0.492,15.8,26.2,0.224,2019-20
St. Francis (NY),0.419,-7.44,71.1,98,0.269,0.349,0.505,49.2,46.6,9,11.7,0.471,15.6,27.9,0.196,71.1,100.3,0.36,0.331,0.53,50.8,46.9,7.9,7.7,0.493,17,28.3,0.254,2019-20
St. John's (NY),0.531,7.68,74.3,100.5,0.299,0.313,0.494,48.4,54.3,13.5,11.6,0.459,12.9,29.9,0.211,74.3,96.4,0.362,0.422,0.516,51.6,57.6,7,9.6,0.482,19.5,31.3,0.247,2019-20
Stanford,0.625,6.38,68.7,100.3,0.31,0.352,0.561,48.8,51.1,9.8,10.8,0.535,18.8,22.1,0.218,68.7,90.3,0.318,0.373,0.492,51.2,45.5,9.2,11.3,0.456,19.7,27.8,0.222,2019-20
Stephen F. Austin,0.903,-6.89,74.8,107.4,0.437,0.274,0.573,55.5,52.3,13.9,10.3,0.541,20.1,38.2,0.302,74.8,89.3,0.447,0.385,0.537,44.5,52.7,10.2,8.3,0.489,25.7,26.6,0.324,2019-20
Stetson,0.485,-5.3,64.3,98.8,0.384,0.325,0.53,51.9,43.2,9.8,8.4,0.499,18.6,30.4,0.256,64.3,101.8,0.301,0.478,0.524,48.1,60.9,8.8,9,0.496,15.7,28.4,0.207,2019-20
Stony Brook,0.606,-4.41,69.9,98.2,0.329,0.431,0.517,51.8,47.4,9.5,13.4,0.479,17.9,29.5,0.238,69.9,93.4,0.274,0.42,0.491,48.2,57.3,8.8,8.5,0.46,16.5,26.9,0.188,2019-20
Syracuse,0.563,7.26,68.3,107.9,0.357,0.421,0.545,49.1,55,10.8,14.7,0.505,14.3,29.6,0.264,68.3,100.6,0.302,0.479,0.519,50.9,72.7,8.5,8.2,0.483,17.3,32.2,0.221,2019-20
TCU,0.5,10.09,65.7,98.4,0.265,0.433,0.517,50.9,61.7,10.3,13.5,0.498,18.4,32.2,0.169,65.7,97.8,0.306,0.337,0.519,49.1,62.4,9.6,12.6,0.493,18.4,29.8,0.203,2019-20
Temple,0.452,6.17,70.6,95.5,0.333,0.35,0.496,49.7,57.7,10.8,8.8,0.46,15.8,25.9,0.228,70.6,94.9,0.295,0.419,0.499,50.3,57.1,9,10.9,0.464,16.3,26.7,0.211,2019-20
Tennessee,0.548,8.3,66.6,100.7,0.373,0.361,0.533,50.8,62.7,9,15.6,0.488,17.8,30.5,0.279,66.6,96.4,0.353,0.346,0.5,49.2,44.7,11.4,8.8,0.459,16.9,30.1,0.249,2019-20
Tennessee State,0.545,-5.45,70.5,100.4,0.319,0.374,0.557,53.6,51.9,7.5,11.4,0.535,21.3,31.8,0.21,70.5,100,0.382,0.379,0.515,46.4,44.9,9.7,7.7,0.47,15.3,27.4,0.276,2019-20
Tennessee Tech,0.29,-4.67,68.8,94.6,0.217,0.425,0.505,49.4,57.2,9.9,8.3,0.483,18.7,28.8,0.147,68.8,104.2,0.275,0.372,0.555,50.6,59.5,10,9.4,0.531,17.4,28.2,0.195,2019-20
